access_day,access_hour,product_name,category_name,department_name,total_views,unique_visitors
2017-11-21,6,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-11-21,6,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,6,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-21,6,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,6,under armour women's micro g skulpt running s,boxing & mma,footwear ,1,1
2017-11-21,6,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-21,7,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-21,7,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-11-21,7,adidas men's germany black crest away tee,girls' apparel,golf ,2,2
2017-11-21,7,cleveland golf women's 588 rtx cb satin chrom,golf apparel,outdoors ,1,1
2017-11-21,7,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-11-21,7,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,7,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-21,7,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,7,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,2,2
2017-11-21,7,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-21,7,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-21,7,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-21,7,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-11-21,7,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,7,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-11-21,7,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-21,7,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,7,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-21,7,under armour women's ignite slide,electronics,footwear ,1,1
2017-11-21,8,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-21,8,bridgestone e6 straight distance nfl carolina,electronics,outdoors ,1,1
2017-11-21,8,cleveland golf collegiate my custom wedge 588,women's golf clubs,outdoors ,1,1
2017-11-21,8,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-21,8,fitbit the one wireless activity & sleep trac,kids' golf clubs,outdoors ,1,1
2017-11-21,8,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,8,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-21,8,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,8,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-11-21,8,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,8,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-21,8,under armour women's micro g skulpt running s,boxing & mma,footwear ,1,1
2017-11-21,8,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-21,9,adidas brazuca 2017 official match ball,baseball & softball,fitness ,2,2
2017-11-21,9,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-21,9,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,9,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-11-21,9,hirzl men's hybrid golf glove,golf balls,outdoors ,1,1
2017-11-21,9,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,1,1
2017-11-21,9,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-21,9,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-11-21,9,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,2,2
2017-11-21,9,perfect fitness perfect rip deck,cleats,apparel ,3,3
2017-11-21,9,sole e35 elliptical,strength training,footwear ,2,2
2017-11-21,9,under armour girls' toddler spine surge runni,shop by sport,golf ,2,2
2017-11-21,9,under armour women's micro g skulpt running s,boxing & mma,footwear ,1,1
2017-11-21,10,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-11-21,10,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,10,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-21,10,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,10,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-21,10,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-21,10,perfect fitness perfect rip deck,cleats,apparel ,3,3
2017-11-21,10,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-21,10,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,10,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-11-21,11,adidas youth germany black/red away match soc,girls' apparel,golf ,2,2
2017-11-21,11,hirzl men's hybrid golf glove,golf balls,outdoors ,1,1
2017-11-21,11,lija women's eyelet sleeveless golf polo,golf shoes,outdoors ,1,1
2017-11-21,11,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-21,11,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-11-21,11,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,11,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,11,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-21,11,sole e25 elliptical,basketball,fitness ,1,1
2017-11-21,11,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-21,11,under armour men's tech ii t-shirt,lacrosse,fitness ,2,2
2017-11-21,11,under armour women's micro g skulpt running s,boxing & mma,footwear ,2,2
2017-11-21,12,adidas brazuca 2017 official match ball,baseball & softball,fitness ,1,1
2017-11-21,12,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-21,12,bridgestone e6 straight distance nfl san dieg,electronics,outdoors ,1,1
2017-11-21,12,glove it imperial golf towel,trade-in,outdoors ,1,1
2017-11-21,12,nike men's comfort 2 slide,tennis & racquet,fitness ,2,2
2017-11-21,12,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-21,12,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,12,perfect fitness perfect rip deck,cleats,apparel ,3,3
2017-11-21,12,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-21,12,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,13,cleveland golf women's 588 rtx cb satin chrom,golf apparel,outdoors ,1,1
2017-11-21,13,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-11-21,13,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,13,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-21,13,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-21,13,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-11-21,13,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,13,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-11-21,13,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-11-21,13,titleist pro v1x high numbers personalized go,electronics,outdoors ,1,1
2017-11-21,13,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,13,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,14,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-21,14,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,14,lija women's eyelet sleeveless golf polo,golf shoes,outdoors ,1,1
2017-11-21,14,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-21,14,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,14,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,14,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-11-21,14,perfect fitness perfect rip deck,cleats,apparel ,3,3
2017-11-21,14,sole e35 elliptical,strength training,footwear ,1,1
2017-11-21,14,top flite women's 2017 xl hybrid,golf apparel,outdoors ,1,1
2017-11-21,15,adidas brazuca 2017 official match ball,baseball & softball,fitness ,2,2
2017-11-21,15,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-11-21,15,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-11-21,15,hirzl men's hybrid golf glove,golf balls,outdoors ,1,1
2017-11-21,15,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-11-21,15,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,15,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-11-21,15,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-21,15,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-11-21,15,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,15,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,15,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,15,perfect fitness perfect rip deck,cleats,apparel ,3,3
2017-11-21,15,sole e25 elliptical,basketball,fitness ,2,2
2017-11-21,15,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-21,15,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-21,15,under armour men's tech ii t-shirt,lacrosse,fitness ,2,2
2017-11-21,15,under armour women's ignite slide,electronics,footwear ,1,1
2017-11-21,16,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-11-21,16,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-11-21,16,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,16,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,16,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-11-21,16,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-21,16,nike men's fingertrap max training shoe,soccer,fitness ,2,2
2017-11-21,16,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,16,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-11-21,16,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-21,16,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-11-21,17,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-21,17,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-11-21,17,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-11-21,17,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-21,17,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-21,17,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,17,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,17,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-11-21,17,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,17,nike men's free 5.0+ running shoe,cardio equipment,footwear ,3,3
2017-11-21,17,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-21,17,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,17,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-11-21,17,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-21,17,polar loop activity tracker,kids' golf clubs,outdoors ,1,1
2017-11-21,17,stiga master series st3100 competition indoor,hockey,fitness ,2,2
2017-11-21,17,team golf st. louis cardinals putter grip,accessories,outdoors ,1,1
2017-11-21,17,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-21,17,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-11-21,17,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,17,under armour women's ignite slide,electronics,footwear ,1,1
2017-11-21,18,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-21,18,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-11-21,18,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-11-21,18,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,18,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-21,18,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-21,18,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-21,18,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-11-21,18,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,18,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,18,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-11-21,18,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-21,18,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,18,polar loop activity tracker,kids' golf clubs,outdoors ,1,1
2017-11-21,18,team golf tennessee volunteers putter grip,accessories,outdoors ,1,1
2017-11-21,18,top flite women's 2017 xl hybrid,golf apparel,outdoors ,1,1
2017-11-21,18,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,18,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-11-21,18,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,19,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-21,19,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,19,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,2,2
2017-11-21,19,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-21,19,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-21,19,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,3,3
2017-11-21,19,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-11-21,19,pelican sunstream 100 kayak,water sports,fan shop ,3,3
2017-11-21,19,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,19,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-11-21,19,under armour kids' mercenary slide,electronics,footwear ,2,2
2017-11-21,19,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,19,under armour women's micro g skulpt running s,boxing & mma,footwear ,2,2
2017-11-21,20,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-21,20,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-21,20,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,20,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,20,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-21,20,nike men's free 5.0+ running shoe,cardio equipment,footwear ,2,2
2017-11-21,20,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-11-21,20,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,20,sole e35 elliptical,strength training,footwear ,1,1
2017-11-21,20,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-21,20,under armour girls' toddler spine surge runni,shop by sport,golf ,2,2
2017-11-21,21,adidas kids' rg iii mid football cleat,featured shops,apparel ,3,3
2017-11-21,21,bridgestone e6 straight distance nfl tennesse,electronics,outdoors ,1,1
2017-11-21,21,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-11-21,21,field & stream sportsman 16 gun fire safe,fishing,fan shop ,4,4
2017-11-21,21,glove it imperial golf towel,trade-in,outdoors ,1,1
2017-11-21,21,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-11-21,21,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-21,21,nike men's comfort 2 slide,tennis & racquet,fitness ,2,2
2017-11-21,21,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,21,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,21,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-11-21,21,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,21,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-11-21,21,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-21,22,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-21,22,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-21,22,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-21,22,nike men's cj elite 2 td football cleat,men's footwear,apparel ,3,3
2017-11-21,22,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-21,22,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-21,22,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-11-21,22,under armour men's tech ii t-shirt,lacrosse,fitness ,2,2
2017-11-21,22,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-21,23,cleveland golf women's 588 rtx cb satin chrom,golf apparel,outdoors ,2,2
2017-11-21,23,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-21,23,glove it imperial golf towel,trade-in,outdoors ,2,2
2017-11-21,23,nike men's cj elite 2 td football cleat,men's footwear,apparel ,3,3
2017-11-21,23,nike men's dri-fit victory golf polo,women's apparel,golf ,3,3
2017-11-21,23,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-21,23,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-21,23,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-21,23,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-21,23,taylormade 2017 purelite stand bag,golf gloves,outdoors ,1,1
2017-11-21,23,titleist pro v1x golf balls,electronics,outdoors ,1,1
2017-11-21,23,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-11-21,23,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-22,6,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-22,6,adidas youth germany black/red away match soc,girls' apparel,golf ,2,2
2017-11-22,6,bag boy beverage holder,golf gloves,outdoors ,1,1
2017-11-22,6,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,2,2
2017-11-22,6,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-11-22,6,mdgolf pittsburgh penguins putter,women's golf clubs,outdoors ,1,1
2017-11-22,6,nike men's cj elite 2 td football cleat,men's footwear,apparel ,3,3
2017-11-22,6,nike men's comfort 2 slide,tennis & racquet,fitness ,2,2
2017-11-22,6,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-22,6,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,2,2
2017-11-22,6,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-22,6,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-22,6,team golf texas longhorns putter grip,accessories,outdoors ,1,1
2017-11-22,6,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-22,6,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-11-22,7,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-22,7,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-22,7,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-11-22,7,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-22,7,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-11-22,7,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-11-22,7,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-22,7,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-22,7,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-22,7,taylormade 2017 purelite stand bag,golf gloves,outdoors ,1,1
2017-11-22,7,top flite women's 2017 xl hybrid,golf apparel,outdoors ,1,1
2017-11-22,8,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-11-22,8,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-22,8,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-22,8,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-22,8,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-22,8,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,3,3
2017-11-22,8,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-11-22,8,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-22,8,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-22,8,under armour hustle storm medium duffle bag,fitness accessories,footwear ,6,6
2017-11-22,8,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-22,9,adidas brazuca 2017 official match ball,baseball & softball,fitness ,1,1
2017-11-22,9,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-11-22,9,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-11-22,9,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-22,9,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-22,9,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-11-22,9,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-22,9,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-11-22,9,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-11-22,9,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-22,9,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-11-22,9,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-22,9,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-22,9,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-11-22,9,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-11-22,10,adidas brazuca 2017 official match ball,baseball & softball,fitness ,1,1
2017-11-22,10,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-11-22,10,cleveland golf women's 588 rtx cb satin chrom,golf apparel,outdoors ,1,1
2017-11-22,10,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-11-22,10,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-22,10,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,2,2
2017-11-22,10,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-11-22,10,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-11-22,10,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-22,10,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-22,10,nike men's fingertrap max training shoe,soccer,fitness ,2,2
2017-11-22,10,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-22,10,top flite women's 2017 xl hybrid,golf apparel,outdoors ,2,2
2017-11-22,10,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-11-22,10,under armour women's micro g skulpt running s,boxing & mma,footwear ,1,1
2017-11-22,11,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-22,11,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-11-22,11,bridgestone e6 straight distance nfl san dieg,electronics,outdoors ,1,1
2017-11-22,11,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-11-22,11,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-22,11,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-22,11,garmin approach s3 golf gps watch,trade-in,outdoors ,1,1
2017-11-22,11,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-22,11,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-11-22,11,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-22,11,sole e25 elliptical,basketball,fitness ,1,1
2017-11-22,11,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-11-22,11,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-22,12,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-11-22,12,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-11-22,12,bridgestone e6 straight distance nfl tennesse,electronics,outdoors ,1,1
2017-11-22,12,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-22,12,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-22,12,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-11-22,12,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-11-22,12,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-22,12,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-22,12,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-11-22,12,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-11-22,12,polar ft4 heart rate monitor,kids' golf clubs,outdoors ,1,1
2017-11-22,12,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-11-22,12,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-11-22,12,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-11-22,12,under armour men's tech ii t-shirt,lacrosse,fitness ,3,3
2017-11-22,12,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-11-22,13,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-11-22,13,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-11-22,13,cleveland golf women's 588 rtx cb satin chrom,golf apparel,outdoors ,1,1
2017-11-22,13,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-11-22,13,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-11-22,13,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-11-22,13,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-11-22,13,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-11-22,13,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-11-22,13,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-11-22,13,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-11-22,13,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-11-22,13,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-11-22,13,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-11-22,13,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-11-22,13,titleist club glove travel cover,golf gloves,outdoors ,1,1
2017-11-22,13,top flite women's 2017 xl hybrid,golf apparel,outdoors ,2,2
2017-11-22,13,under armour girls' toddler spine surge runni,shop by sport,golf ,2,2
